time,q1,q2,q3,q4,q5,q6,q7,ee_pos_x,ee_pos_y,ee_pos_z,ee_vel_0,ee_vel_1,ee_vel_2,ee_rpy_roll,ee_rpy_pitch,ee_rpy_yaw,ee_target_pos_x,ee_target_pos_y,ee_target_pos_z,ee_target_quat_x,ee_target_quat_y,ee_target_quat_z,ee_target_quat_w,stage_cost,terminal_cost,joint_limit_cost
3.079,1.5682300176112047,1.795776613297912,0.0019726806432194266,4.476010717530959,-0.0052512547118981345,4.6856697490787536,0.0013503199505988661,0.12432261091443504,0.5545017219142432,2.0231023385972473,0.05527771260878122,0.0505462531491913,-0.0629284819793505,-1.5434382423661757,-0.008046540875252806,1.1255048046887128,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,1040.13134765625,29.21413803100586,0.0
3.089,1.56823259905254,1.7947708136650355,0.002353791590773646,4.47603564954393,-0.005578028497487786,4.686399063064718,0.0012472284822431234,0.12472108443438214,0.5539363666516295,2.024732266364665,0.04868988367150165,0.051598908537810684,-0.06255389548884492,-1.543927988732776,-0.008163362849465283,1.1261036897328403,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,1036.9820556640625,28.874834060668945,0.0
3.099,1.5682522038028992,1.7935935502531528,0.0027388165624868677,4.4759760891343054,-0.005872701264814317,4.686835821663901,0.0010836657613291223,0.1250846322492755,0.5533826077127567,2.0263246506626382,0.040606709408267175,0.05264720815986256,-0.06239908249770744,-1.5443916890191571,-0.008250768632664496,1.127096648514391,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,1033.81005859375,28.569814682006836,0.0
3.109,1.5682869242581994,1.7923047019596474,0.0031312798448137613,4.475936398766147,-0.00620313936701411,4.687085728033637,0.0008959514290785009,0.12541378567484995,0.5528290843450643,2.027826888080145,0.032314773445462845,0.053819470389444214,-0.06244408817706836,-1.5449368331268647,-0.00833421616056551,1.128335746994101,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,1030.7672119140625,28.281810760498047,0.0
3.1189999999999998,1.5683409422905301,1.7909675076590723,0.0035294054182486434,4.475969075771021,-0.006608787348008072,4.68718383144574,0.0007835273087613004,0.12570307178053977,0.5522596426494942,2.029228355118626,0.02765919371090641,0.05497593036018592,-0.06260563031982966,-1.545408114213595,-0.00829888462466144,1.1298130302895717,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,1027.14453125,27.98675537109375,0.0
3.129,1.568431040147054,1.7896461514533382,0.0039388262337514135,4.476080597551041,-0.006997891861989736,4.687235185518471,0.0006157172723417759,0.12595174959170471,0.5516806701704033,2.0304999141449263,0.0278105741407977,0.056052604378356324,-0.06280036717319724,-1.5458593447191054,-0.008228365118001513,1.1314327673660682,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,1025.0733642578125,27.832183837890625,0.0
3.138,1.568545173302061,1.7885538559145733,0.0042858293577374695,4.476315002139532,-0.007353017476675383,4.687250636031769,0.00046545809537601457,0.12616002066467683,0.5510926380746581,2.031621051794962,0.028964685076832405,0.0571021617511621,-0.0622943372522097,-1.5463692476337607,-0.0081224876004935,1.133122037365808,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,1021.4866943359375,27.588886260986328,0.0
3.148,1.5686826998898793,1.7874162591250204,0.004653031886107328,4.476696861627669,-0.007747829274971529,4.687189087683,0.00036104252774737944,0.12633772911147978,0.5504954949101608,2.0326056385205202,0.02894559455965451,0.05828391983433938,-0.06148869208057809,-1.5468295558057594,-0.007966181290902874,1.1349340110695718,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,1017.96484375,27.360605239868164,0.0
3.158,1.5688360487317619,1.7863048221223803,0.005017461853292993,4.477148889759038,-0.008115164482625836,4.687054704823402,0.00020121210570156478,0.1264907881007784,0.5498942250098948,2.0334749654697943,0.028943928503456614,0.05927813080779632,-0.06145858622101573,-1.5473086806633607,-0.00781363765737364,1.1368770201841834,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,1014.3575439453125,27.14246940612793,0.0
3.168,1.5690110902191696,1.7852260688721522,0.005385174692944084,4.4776898168697885,-0.008469020608523614,4.68686324483381,3.276163671905863e-06,0.12661052118747987,0.5492889007903625,2.0342351752252603,0.029240470233201584,0.06027057303271219,-0.061013589911060734,-1.5478560954383203,-0.007647551756889914,1.1389241678883737,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,1010.587646484375,26.918685913085938,0.0
3.178,1.56920803538347,1.7841756871199266,0.00575786070199058,4.478324385097659,-0.008815985529904147,4.686592073032387,-0.00012038285549120786,0.1266994848702636,0.5486741466897038,2.0348938635527287,0.029304208685366668,0.06109660435727783,-0.06096787424879928,-1.5483513968774456,-0.007475601162370005,1.1411118210423,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,1006.6714477539062,26.693492889404297,0.0
3.188,1.5693983440338029,1.7831464042152234,0.006146572604860623,4.4790176275000935,-0.009177081142563104,4.686242305194198,-0.0002515418627053734,0.12675564374825105,0.548055659979906,2.0354541505709016,0.02976134023601085,0.06211972328604599,-0.059635921790652614,-1.5487880876018159,-0.0072759828289878925,1.1434341007191844,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,1002.57763671875,26.46354866027832,0.0
3.198,1.569578726380751,1.7821580936298176,0.006538371075309968,4.479792959699812,-0.009568282077261792,4.685810156412971,-0.0004147249686505816,0.12679498763158267,0.5474356973173391,2.0359153788832685,0.02946257966666001,0.0628576287615878,-0.059598340935533914,-1.5492869921431538,-0.00706171953098611,1.145864039362232,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,997.6061401367188,26.176382064819336,0.0
3.208,1.569755443333559,1.7812207870299144,0.006933769886505736,4.480643244618593,-0.009983668517000943,4.685258369894769,-0.000489991520995936,0.12680784022172042,0.5467487965856028,2.03631824840564,0.03053052264092678,0.06379140203675134,-0.05834211050213438,-1.5497723280793843,-0.0067784829645427536,1.1487114506766014,0.10289999842643738,0.40549999475479126,1.6497999429702759,-0.5,-0.5,0.5,-0.5,991.9006958007812,25.8753662109375,0.0
